gene_ID	0	5	10	15	20	25	30	35	40	45	50	55	60	65	70	75	80	85	90	95	100	105	110	115	120	125	130	135	140	145	150	155	160	165	170	175	180	185	190	195	200	205	210	215	220	225	230	235	240	245
IRR1	3.79	5.892	5.488	15.946	28.072	36.731	30.254	22.32	15.776	12.026	8.934	5.982	4.748	4.922	7.327	9.373	14.559	16.157	18.737	17.063	16.709	15.008	15.224	12.7	10.494	9.13	9.041	7.909	9.978	8.224	10.826	11.424	12.247	13.178	12.194	10.779	9.296	10.382	8.798	9.272	8.878	8.754	9.797	8.865	10.349	11.137	11.62	12.274	11.257	11.235
YLR050C	362.737	286.181	338.635	437.33	588.16	649.61	642.557	505.959	430.727	279.819	198.697	159.177	153.947	132.104	163.087	169.567	220.234	293.563	342.001	371.087	351.075	407.401	331.158	281.793	289.718	270.708	214.405	224.707	221.501	293.831	290.637	315.484	340.028	346.673	344.856	403.97	411.964	330.017	347.673	324.082	296.987	309.772	305.887	333.576	314.851	341.167	330.396	342.662	345.87	344.881
GAS2	4.725	3.816	5.63	12.634	16.876	20.822	17.514	12.077	7.936	6.167	4.343	4	3.478	3.268	4.487	4.459	4.789	5.389	6.717	7.998	8.361	7.251	7.032	6.409	5.149	5.314	4.618	4.302	4.272	5.973	4.888	5.448	6.22	5.852	6.314	9.229	9.416	5.575	8.114	5.384	5.082	5.136	4.878	5.675	5.134	5.681	5.062	4.957	6.202	5.333
TOF1	3.384	5.031	5.26	14.628	25.506	29.757	24.912	18.273	12.416	9.403	7.391	5.573	5.394	6.556	7.827	11.938	14.889	16.505	17.349	16.585	16.142	14.984	13.873	10.549	9.556	8.519	8.499	9.159	8.464	9.401	11.14	11.665	12.078	12.733	11.704	11.377	11.912	10.404	9.622	8.617	8.878	9.085	9.793	10.13	10.033	10.22	10.285	11.021	10.837	10.766
RLF2	11.309	15.448	12.628	25.507	39.552	43.709	36.663	25.349	17.735	14.752	11.816	9.892	12.712	14.495	17.409	26.603	34.569	36.354	33.662	30.5	29.594	24.678	26.423	20.904	18.903	15.203	17.38	17.728	21.48	22.076	26.875	26.277	26.933	25.58	23.611	21.881	22.96	20.13	17.363	19.735	16.948	19.875	17.477	21.921	21.043	20.465	22.773	20.827	19.667	19.764
SLD2	8.098	13.228	11.658	20.037	28.689	36.814	29.61	19.928	17.192	13.471	11.537	8.741	8.752	9.192	12.601	15.66	19.972	22.415	21.104	19.937	18.951	18.473	18.946	15.409	11.83	9.712	12.028	11.834	14.366	19.526	18.025	18.567	16.97	18.98	17.961	18.03	18.364	16.487	15.778	14.986	13.845	14.334	15.548	15.859	16.922	17.967	16.455	17.11	15.701	16.017
POL30	83.557	82.625	121.724	443.148	1000.243	1312.6	1168.65	773.04	464.046	259.775	178.153	112.053	74.915	63.426	95.342	236.951	366.181	522.319	583.661	554.52	513.265	483.688	407.148	283.143	287.111	239.841	190.013	199.512	229.901	362.884	355.434	401.808	409.257	405.196	410.986	440.543	470.113	366.895	339.448	278.346	261.881	272.107	276.75	312.477	300.401	302.129	277.309	311.506	306.911	327.472
AXL2	14.801	22.222	13.202	41.277	100.741	124.861	106.859	74.022	58.983	46.696	32.271	20.744	15.099	13.251	12.612	24.184	48.137	69.174	76.355	84.025	84.631	83.792	79.408	67.693	50.995	44.695	41.409	34.361	37.776	31.757	44.463	49.079	55.861	62.053	55.286	53.803	37.823	50.928	41.263	45.16	41.811	41.179	41.494	42.435	49.341	58.398	61.355	58.904	61.226	58.667
DPB2	8.081	17.107	11.762	26.433	47.403	52.34	43.487	31.344	22.737	16.081	11.772	8.448	7.261	7.319	11.908	19.09	22.586	27.646	29.356	32.827	27.12	26.649	22.133	17.794	15.542	14.143	13.794	13.214	13.923	17.77	16.85	18.683	20.375	19.937	18.927	17.985	14.665	15.753	13.581	14.985	14.263	13.138	12.838	14.03	14.61	15.366	17.47	16.997	16.306	14.768
MNN1	19.606	14.212	10.233	59.471	194.953	284.977	253.371	230.185	207.223	153.48	97.997	61.772	43.557	34.218	28.547	39.285	67.843	91.524	115.707	135.857	132.425	133.537	124.34	108.164	91.839	73.388	65.527	58.886	56.883	57.096	71.617	78.495	94.602	99.841	94.496	87.312	69.207	82.642	73.227	74.628	69.729	64.378	66.333	68.903	75.28	79.509	80.152	82.548	82.977	76.883
ECO1	7.101	6.955	9.166	15.652	22.448	25.271	20.15	17.8	11.063	8.318	6.183	4.841	5.883	5.538	10.624	12.597	14.836	14.466	17.931	15.458	14.642	14.337	11.195	12.539	10.827	8.408	10.492	10.679	8.789	12.941	15.529	15.777	14.6	13.016	13.114	15.221	16.325	11.341	12.572	10.622	10.812	11.468	11.008	13.485	12.979	11.861	13.01	13.309	13.296	13.018
ESC8	2.385	3.955	5.382	19.294	38.292	46.19	34.525	24.153	13.99	11.069	7.691	5.495	4.041	4.945	6.087	11.332	17.202	16.438	17.852	16.463	15.257	15.622	13.982	11.521	10.266	8.184	7.954	8.561	10.277	11.336	13.91	13.59	14.399	16.145	14.76	14.166	12.241	12.375	11.354	11.106	10.806	11.889	12.509	12.116	12.89	11.28	12.375	12.965	12.541	11.621
PDS5	3.519	5.033	5.916	17.632	38.67	52.026	47.315	33.58	22.984	17.627	12.542	8.907	6.353	5.574	5.96	8.741	14.308	18.322	19.155	19.037	18.949	17.309	16.311	14.2	11.823	9.52	10.256	8.912	10.124	10.731	12.317	13.901	14.623	15.915	15.485	15.609	14.177	13.682	12.275	10.619	11.04	9.976	11.658	11.721	12.999	12.546	13.344	13.444	12.649	12.694
SMC6	3.617	4.862	5.622	10.228	15.527	21.141	21.015	17.277	12.371	10.69	8.75	6.785	5.562	4.474	4.743	5.615	7.601	10.388	10.066	10.174	10.895	10.036	10.162	10.311	7.932	7.372	6.961	5.599	6.884	6.968	7.371	8.899	9.812	8.858	9.091	9.087	9.581	8.012	8.653	7.876	7.122	8.018	7.596	8.139	8.294	8.647	8.479	8.628	8.489	7.598
GIN4	3.406	5.021	7.961	32.798	62.554	75.177	59.629	44.916	37.697	35.088	27.611	20.515	15.587	13.987	18.123	22.489	35.968	39.249	37.484	36.591	39.81	37.583	37.355	32.959	28.25	24.325	24.02	21.739	25.718	22.137	27.131	27.831	31.826	31.842	32.34	28.248	22.545	25.377	23.624	22.728	22.715	22.615	22.517	23.436	25.311	27.517	26.232	28.664	26.667	25.359
PRI1	45.095	42.053	41.013	48.589	60.145	68.241	67.266	61.47	57.623	51.66	48.698	42.981	38.573	36.729	40.41	42.994	44.453	49.222	51.443	49.984	51.278	52.962	50.188	44.053	42.666	41.129	41.804	42.674	37.789	44.026	46.751	46.032	45.246	49.165	48.067	49.537	53.204	46.856	46.152	41.222	42.401	43.139	40.588	41.147	39.972	40.363	37.263	40.666	43.57	40.822
SMC1	5.976	8.138	8.198	13.654	20.908	25.086	20.918	16.667	12.178	12.005	10.355	8.153	7.62	7.906	8.58	11.66	14.363	15.608	15.318	14.456	14.591	13.714	13.097	11.536	10.923	9.052	9.962	9.168	9.745	11.324	12.048	12.159	13.33	13.747	14.53	11.604	10.187	11.408	11.129	11.241	10.425	10.658	11.724	11.508	11.096	11.283	11.678	13.07	12.188	11.835
RTT107	3.017	3.8	4.061	16.339	35.428	45.931	38.738	29.273	21.001	18.029	13.211	9.278	7.111	6	6.068	8.259	13.314	15.111	18.969	17.652	19.233	18.33	17.952	14.893	13.846	12.232	11.781	9.703	10.554	9.701	11.902	13.492	13.699	15.187	14.229	14.824	11.749	13.639	12.151	12.404	11.32	11.386	11.971	11.919	12.204	13.275	13.621	14.691	13.526	12.718
OCH1	43.716	47.294	46.368	82.868	140.181	149.525	124.099	111.912	106.377	104.933	88.374	78.786	67.697	58.7	65.838	70.952	90.18	96.231	108.536	120.37	116.65	116.065	102.251	94.219	86.242	74.811	78.07	66.957	69.962	68.324	76.159	78.287	92.37	89.62	86.593	77.612	70.748	81.85	66.605	70.861	71.301	66.442	72.107	77.804	80.384	78.481	83.44	79.613	85.021	86.366
GRX6	100.107	93.87	89.745	103.98	158.701	206.502	171.534	140.189	105.331	91.011	67.956	57.473	55.969	53.045	65.964	71.008	92.246	105.315	109.108	105.56	111.75	101.481	98.905	95.123	77.927	71.993	81.35	68.353	72.776	97.466	97.929	99.166	104.724	109.251	100.968	104.683	114.542	95.33	99.82	103.745	92.987	85.281	100.519	105.091	97.188	92.181	91.312	100.452	104.995	101.525
CTF4	11.362	10.589	8.833	19.023	32.199	39.043	34.183	25.824	18.198	14.862	12.661	9.302	8.556	8.539	10.608	15.854	19.723	20.995	21.956	22.127	19.569	21.244	18.203	16.721	14.912	13.082	15.092	13.069	13.469	13.069	16.24	17.324	16.184	16.834	17.861	14.445	13.504	15.323	13.307	14.021	13.69	13.723	14.182	14.593	14.9	16.351	16.587	17.557	16.564	17.064
SPO16	1.977	2.064	1.813	18.641	46.975	73.974	69.32	54.824	30.494	22.572	14.277	9.415	6.786	7.204	4.929	11.607	17.571	18.41	29.143	34.178	26.993	28.547	26.556	20.708	19.456	13.725	12.995	14.466	15.059	17.35	20.699	24.976	22.231	25.297	26.06	27.737	24.943	20.631	20.328	16.714	21.154	18.711	19.725	20.229	18.262	23.673	18.818	20.853	20.654	20.762
SPC42	20.807	24.48	12.737	22.112	42.437	54.015	48.12	43.166	35.626	29.007	27.305	21.052	14.986	15.498	12.799	19.446	26.041	27.843	37.398	30.469	32.393	33.901	30.315	30.807	26.668	24.274	23.632	22.644	23.349	22.018	25.976	26.909	28.042	31.616	30.854	29.6	27.4	28.8	27.749	25.789	23.82	23.092	23.202	24.339	25.965	25.105	25.66	26.761	26.412	25.641
EXO1	8.218	14.582	17.819	27.824	41.444	44.1	37.007	30.217	22.444	19.352	17.991	14.359	14.718	13.664	15.845	23.254	25.367	26.029	28.018	26.167	26.403	25.771	23.938	22.646	21.538	16.157	15.78	16.167	18.163	18.931	19.976	21.382	23.653	23.182	22.405	22.189	24.222	19.98	18.376	16.493	17.299	16.927	17.902	18.587	18.697	19.051	19.327	18.448	19.697	18.787
SPT16	52.083	53.657	62.468	81.771	92.604	108.843	99.722	87.135	69.053	65.283	63.093	59.137	53.685	59.46	55.663	60.9	74.622	73.607	72.857	68.915	75.322	65.366	66.986	66.529	62.935	53.879	60.25	58.121	64.259	63.87	67.001	71.721	72.231	73.402	70.988	66.646	70.303	66.246	66.313	62.934	64.888	62.751	66.712	63.537	67.929	68.856	67.543	69.797	67.362	68.955
CSM2	6.434	8.636	9.611	11.344	24.246	33.89	29.064	25.933	27.597	20.095	19.02	14.592	10.823	9.506	13.57	11.878	12.674	16.896	12.419	18.9	18.295	16.712	18.894	18.555	18.461	18.595	12.095	11.639	12.895	8.601	13.99	13.597	16.241	16.373	17.273	16.586	14.281	19.652	16.673	14.142	14.341	13.576	13.531	14.834	14.941	13.179	16.048	16.014	16.847	15.235
MIF2	6.578	9.264	9.801	15.106	20.05	26.886	26.101	20.388	16.601	16.338	15.396	11.36	9.887	8.733	8.293	12.123	13.289	14.746	15.171	13.564	15.617	14.878	14.425	14.613	12.946	10.927	12.04	9.876	12.687	10.749	13.052	12.71	13.701	13.621	15.166	14.426	13.604	13.089	12.368	12.367	12.095	11.637	11.356	13.216	11.522	12.156	13.214	12.272	13.199	11.711
SPC29	3.202	6.459	4.208	10.228	28.503	37.218	34.583	32.884	23.637	16.71	13.393	11.563	9.042	8.042	9.304	14.342	17.979	18.321	24.271	23.369	20.681	21.157	20.776	21.065	19.371	16.136	14.13	13.476	14.677	17.374	19.503	18.223	20.098	20.31	19.582	18.46	22.771	15.846	19.255	16.046	16.361	13.477	15.085	16.998	17.213	16.972	16.189	16.745	18.859	17.857
DUN1	8.406	13.102	12.28	22.969	45.927	58.852	50.88	44.188	33.599	26.443	23.873	21.324	18.371	16.194	15.509	17.472	22.491	25.1	28.897	28.755	29.372	32.125	28.878	25.772	28.943	22.639	22.15	22.721	21.421	22.302	24.77	23.76	26.916	26.081	26.484	26.407	26.707	26.663	24.939	22.295	21.826	21.864	25.343	24.626	22.939	24.659	25.42	22.539	24.898	26.165
ACM1	6.047	9.412	11.054	55.467	124.712	140.852	92.045	56.945	39.582	25.877	16.311	12.152	8.069	7.201	13.451	28.727	54.445	61.867	68.28	63.346	53.53	59.906	45.833	41.877	34.499	28.328	27.049	31.113	28.177	53.339	48.914	50.624	52.379	52.441	57.582	49.435	63.853	39.887	43.663	38.58	35.445	35.812	39.504	43.975	37.894	41.27	44.099	38.899	39.499	34.859
TUB4	29.19	28.176	39.537	76.499	124.087	138.433	126.123	101.921	84.367	73.789	59.61	54.69	47.039	48.901	56.258	64.904	76.465	86.435	99.253	91.676	85.251	87.097	80.059	72.979	71.457	66.319	59.799	67.905	65.878	65.16	75.431	73.865	83.559	79.835	77.531	69.167	64.786	69.87	65.009	69.406	64.567	68.416	70.412	72.545	71.49	76.679	74.952	79.397	72.4	75.773
PSY3	6.412	12.036	7.21	12.9	19.03	23.972	23.961	19.841	15.062	14.75	12.432	11.883	13.762	11.194	10.081	13.101	13.612	13.234	18.955	17.764	15.96	19.386	18.539	15.755	18.122	13.963	15.37	13.274	11.727	17.37	16.531	16.707	15.917	17.559	20.009	20.726	22.021	16.563	17.722	14.364	16.213	14.837	14.663	15.769	12.093	15.781	13.668	13.901	14.009	14.588
YJL181W	3.353	10.959	6.917	11.226	22.495	23.177	19.253	15.778	12.313	9.182	8.118	6.714	7.518	6.357	8.738	11.646	12.648	14.099	14.794	14.879	14.42	11.29	11.402	10.843	8.878	8.941	8.514	9.64	10.097	9.448	11.284	11.299	12.883	11.807	11.844	11.063	9.651	12.06	9.899	10.079	10.393	9.497	10.367	9.787	10.254	10.848	10.271	12.672	10.265	11.527
RAD54	9.628	16.22	13.468	17.035	19.878	23.236	21.331	19.082	18.498	18.151	14.769	12.657	11.286	10.895	10.458	11.434	14.155	15.188	14.622	16.925	16.647	17.37	17.124	16.974	14.416	13.438	14.477	12.821	13.334	12.465	13.005	12.744	13.468	15.47	14.627	13.437	13.288	13.705	13.488	12.695	12.674	12.733	12.289	13.185	13.162	13.407	13.187	14.609	13.288	13.999
BNI4	11.243	17.611	18.132	32.164	45.696	52.673	44.419	30.292	24.15	18.53	15.977	13.714	11.858	16.005	16.607	19.894	26.24	27.084	29.376	26.645	24.037	24.24	21.209	17.136	19.932	16.246	16.511	15.674	17.657	15.772	18.333	19.445	19.449	21.761	19.179	17.651	16.834	18.246	15.444	15.859	15.777	15.926	16.077	17.566	17.135	17.59	18.104	19.529	18.876	17.575
RNR1	13.351	25.067	34.887	294.195	665.071	801.449	621.739	381.861	264.622	161.287	104.071	69.399	48.636	40.292	42.621	111.047	204.975	285.49	345.16	337.054	299.652	281.99	248.247	203.499	173.054	144.408	117.616	117.211	124.687	120.915	163.114	178.366	209.199	212.882	195.12	172.964	125.964	163.38	136.452	134.964	136.117	139.015	136.241	132.481	158.271	179.281	176.463	176.844	171.515	173.627
SLK19	9.83	14.605	7.588	15.423	23.581	30.754	30.665	29.313	24.519	21.042	19.839	15.47	12.989	9.868	9.494	9.91	14.546	15.124	18.565	16.923	17.722	16.999	17.391	18.355	14.566	13.402	13.127	10.389	12.01	11.205	13.531	13.339	15.82	16.108	16.247	14.91	13.786	14.651	13.593	13.253	13.205	12.941	13.497	13.564	13.378	14.567	14.847	14.132	14.419	14.298
PPS1	28.753	32.196	31.076	35.063	41.749	50.882	50.051	44.211	39.492	36.809	33.277	31.869	30.97	32.015	31.925	31.546	36.489	40.9	40.825	41.705	40.902	37.197	37.042	35.806	34.295	34.402	31.334	31.878	33.871	33.693	32.06	34.472	38.316	35.374	34.466	33.875	32.722	34.826	33.738	31.401	34.914	32.999	32.172	32.124	34.327	32.773	33.913	37.47	35.309	36.289
CLB5	17.629	15.233	17.566	42.055	78.123	84.223	67.073	47.054	38.991	28.097	23.519	17.184	16.315	15.669	18.887	32.294	41.628	48.101	47.444	45.582	43.507	40.47	37.681	30.868	29.863	25.888	23.937	26.542	28.657	35.655	35.228	37.065	36.828	39.827	35.876	39.436	40.681	33.644	33.122	28.384	29.358	26.889	30.444	29.456	32.199	30.552	30.488	29.904	29.81	28.864
BUD2	7.05	8.088	7.188	11.399	15.205	18.756	16.487	14.982	13.445	15.186	12.769	11.25	9.915	8.951	8.774	9.713	10.798	11.559	12.813	12.424	12.846	13.227	12.428	11.892	11.473	10.519	10.704	9.048	10.529	9.441	10.809	10.351	11.384	11.473	11.795	11.361	11.975	11.674	10.609	10.256	10.856	9.702	10.809	11.33	10.746	11.918	10.823	11.322	11.388	10.346
OGG1	10.611	11.183	10.726	21.594	34.504	63.04	55.217	45.84	35.913	29.683	23.242	19.04	14.066	13.645	15.201	18.349	24.64	25.224	27.773	29.747	29.273	27.626	25.633	22.781	19.973	18.694	18.689	16.209	15.878	18.294	21.064	26.087	23.719	21.609	25.822	23.845	24.443	18.938	17.759	18.535	16.134	16.546	19.239	18.225	19.974	20.232	18.654	18.476	19.544	18.162
YBL113C	3.932	5.78	6.087	9.589	11.093	11.465	8.686	8.709	4.687	5.164	4.18	4.32	5.128	5.83	5.973	6.341	8.725	7.682	7.369	7.845	8.161	7.293	6.67	6.072	5.606	5.563	5.337	5.631	5.962	6.627	7.098	7.473	6.758	6.04	6.067	5.728	5.564	5.932	6.332	5.827	5.719	5.733	5.963	5.915	6.305	6.884	6.955	7.14	6.124	6.347
ELG1	5.81	8.455	8.891	16.748	26.631	31.236	26.975	19.634	16.328	13.587	11.756	9.643	8.87	9.736	10.124	13.845	16.446	17.23	16.768	15.409	16.078	15.768	14.705	13.11	12.041	10.97	9.586	9.4	11.157	11.235	12.456	13.051	12.531	14.112	12.67	12.412	11.282	11.349	10.15	11.219	11.318	10.48	11.055	10.634	11.183	11.527	11.653	11.421	11.314	11.368
ULI1	9.529	12.512	17.081	31.502	43.402	45.509	37.261	26.805	18.711	15.037	9.737	9.645	9.032	7.418	11.968	17.216	19.289	23.355	21.113	20.603	22.116	23.484	18.899	17.809	17.486	17.875	16.166	11.149	18.709	25.029	20.163	19.229	22.39	24.399	23.863	24.055	26.157	20.462	21.774	21.373	17.97	21.172	17.505	20.157	19.841	18.824	18.111	20.881	22.031	19.988
CSM3	12.981	11.116	17.71	28.467	46.615	67.157	62.198	50.739	40.149	33.241	24.314	21.612	21.492	19.158	20.521	24.428	34.596	34.221	36.399	36.956	37.889	34.468	35.301	33.122	23.923	23.634	25.57	25.474	30.267	37.138	35.185	38.372	36.697	37.493	37.728	40.999	50.965	33.762	38.973	31.388	30.961	33.937	34.605	32.976	33.121	30.994	35.141	33.659	36.61	36.092
HCM1	9.758	29.893	19.315	33.29	67.683	76.316	69.505	63.168	58	50.662	36.845	28.116	24.342	19.271	22.715	28.966	32.782	40.348	43.52	51.673	54.952	40.589	48.687	46.069	40.254	33.512	29.568	28.869	30.908	25.415	31.186	35.152	43.724	39.445	36.956	36.049	29.808	39.524	32.035	35.479	32.716	35.239	33.893	31.339	36.545	37.485	40.842	40.415	39.761	41.38
YNL165W	28.567	32.606	35.331	31.724	38.099	50.37	48.366	45.318	36.738	30.977	26.279	22.354	18.713	14.792	18.502	19.938	24.613	27.922	26.728	28.148	31.42	29.316	31.463	24.246	25.74	22.371	21.19	19.843	19.842	17.982	20.616	22.16	26.318	22.435	25.156	23.258	20.855	23.322	22.254	21.407	21.501	18.445	18.914	21.892	21.521	20.677	20.392	22.094	20.601	21.373
CSI2	20.528	18.225	13.213	90.637	297.671	418.63	357.529	285.588	253.155	165.798	119.348	74.546	44.454	31.333	34.009	67.061	98.398	143.43	204.389	216.926	227.733	220.989	209.156	152.433	135.324	106.855	94.117	81.925	77.911	73.92	103.282	108.353	132.301	135.753	137.806	117.77	77.502	117.812	86.729	91.843	87.042	83.13	78.339	80.362	94.498	99.995	105.697	107.477	102.563	106.382
SPA2	8.249	9.842	11.911	15.746	21.889	29.779	28.924	27.558	22.778	22.168	20.282	16.197	14.832	13.063	13.277	13.917	17.758	18.257	18.742	17.764	19.125	18.727	19.449	20.8	17.879	16.597	15.68	15.345	15.239	12.775	15.682	15.898	15.858	18.118	17.235	15.885	14.966	17.108	15.514	15.266	15.086	14.146	14.65	14.606	14.977	13.876	15.787	16.186	15.092	14.679
RIF1	5.127	4.749	5.428	10.324	15.822	21.518	20.579	17.998	14.284	12.325	9.93	8.821	7.219	6.376	7.685	9.771	9.864	10.885	13.106	12.256	11.869	11.839	12.214	10.893	10.23	9.178	8.34	7.849	7.683	6.837	8.459	8.559	8.977	9.16	9.263	8.596	7.664	8.102	7.699	7.252	7.348	7.551	7.491	7.276	7.619	7.615	7.592	8.418	7.967	8.177
SWD1	47.144	62.078	59.247	69.1	79.257	83.1	71.556	70.601	62.281	56.604	49.772	48.144	43.359	43.217	44.718	54.003	62.144	65.114	65.936	67.208	66.778	67.652	63.408	67.433	57.464	55.069	54.155	50.052	54.28	43.427	50.85	54.265	59.01	56.721	56.191	50.018	41.199	55.066	47.725	52.74	52.744	53.682	55.977	51.833	54.774	60.121	60.908	61.625	65.836	68.039
STB1	8.036	15.612	15.734	25.512	36.425	41.208	36.455	26.498	22.573	14.907	15.172	12.418	11.044	11.75	16.032	21.718	23.27	26.458	25.981	26.089	24.371	20.741	22.276	21.028	18.503	17.729	13.949	15.509	16.858	15.48	18.952	20.501	20.948	19.272	20.526	18.317	15.301	19.864	17.478	15.387	15.843	15.238	16.318	16.878	20.44	17.778	21.29	20.516	18.344	20.565
RSR1	38.049	34.599	36.606	72.837	134.325	188.961	168.142	136.232	107.749	78.97	67.876	62.192	57.272	59.774	67.428	105.117	104.294	115.554	131.757	120.333	105.922	118.219	98.317	92.512	77.875	79.426	68.362	81.276	81.639	97.183	100.197	100.241	102.856	106.116	107.856	91.809	92.671	89.441	91.092	80.411	82.999	86.462	83.008	86.709	90.188	89.266	90.908	90.179	88.931	84.562
SLD5	36.975	38.018	28.227	36.693	49.866	60.262	54.987	54.263	48.604	38.863	35.968	33.062	26.096	25.971	30.881	32.924	38.631	42.963	41.397	41.773	45.096	39.336	38.775	37.206	34.236	32.309	32.959	31.333	31.994	36.932	37.613	35.51	38.993	40.559	35.928	37.164	33.036	34.081	37.116	31.56	34.091	34.784	36.085	33.918	35.959	37.504	31.943	33.723	35.859	39.647
FLC1	50.486	77.572	55.94	78.481	111.31	120.922	96.279	78.614	66.806	59.709	51.548	49.481	54.897	58.688	64.105	74.711	78.835	82.173	92.655	91.844	84.291	81.769	79.262	74.474	71.481	71.164	61.073	65.083	67.14	55.306	68.144	69.006	70.85	72.198	67.674	61.323	53.762	64.302	61.252	65.7	63.633	66.538	68.5	68.458	77.406	83.202	91.452	89.075	103.417	93.57
RTT109	8.078	8.448	10.531	14.648	29.9	44.708	39.501	34.02	28.517	25.797	19.98	17.303	12.664	15.691	15.623	20.82	22.402	24.595	23.247	25.436	25.116	27.469	20.047	20.875	19.169	16.263	18.369	17.947	18.073	20.659	21.619	21.113	22.288	23.182	21.436	21.518	25.038	21.405	20.933	20.994	19.776	19.106	20.727	20.076	20.721	18.639	20.783	20.868	19.919	19.86
SPH1	5.645	9.087	9.471	20.184	34.259	42.643	35.726	25.784	21.063	15.482	11.618	8.407	7.109	5.293	6.61	11.293	13.212	15.353	17.484	18.056	16.617	14.964	15.195	13.542	13.55	11.157	10.038	8.997	10.362	9.587	12.491	11.895	14.268	13.036	14.208	11.773	7.715	14.117	10.2	10.89	11.195	10.591	10.973	11.371	10.61	11.741	12.147	12.629	12.087	12.341
POL32	19.003	18.17	20.507	27.772	42.143	53.454	46.065	39.276	29.335	28.201	25.669	22.894	21.204	21.75	24.021	36.313	36.07	34.097	42.809	38.703	30.15	37.587	37.399	32.442	30.541	25.439	26.979	31.433	28.777	28	32.513	33.796	32.536	35.763	33.675	31.998	32.341	28.473	28.314	27.351	26.703	27.53	31.129	29.786	33.107	28.355	29.982	28.407	30.349	29.2
LPX1	10.601	14.069	13.656	15.664	22.518	36.591	36.379	33.134	30.566	28.041	21.323	17.104	14.321	13.07	16.532	11.031	12.834	17.95	18.436	18.923	19.901	27.149	22.646	20.972	21.868	23.469	9.162	13.349	18.273	25.282	22.575	24.902	27.954	25.876	24.969	32.172	35.046	26.479	29.906	26.055	23.394	25.347	25.176	21.978	18.026	21.403	25.651	16.545	15.699	18.233
HUA2	20.052	20.797	21.826	28.827	45.005	51.868	49.261	42.24	27.326	21.942	19.162	17.403	13.806	12.419	15.371	26.38	20.167	27.149	33.608	30.094	30.882	28.979	27.376	24.667	20.863	16.995	20.646	23.12	19.54	22.557	23.109	25.542	28.598	26.624	29.72	24.101	20.767	25.608	24.128	26.327	23.629	22.67	24.627	27.162	23.81	22.472	23.405	22.565	23.584	25.92
YPT11	7.95	7.657	13.546	15.454	21.153	26.648	25.616	20.892	15.176	14.262	11.44	10.74	11.774	11.971	14.242	16.317	19.564	19.928	22.347	22.417	20.334	17.712	18.689	18.183	17.3	16.075	13.231	14.866	17.896	15.014	20.447	18.719	18.857	19.312	21.125	18.904	16.971	17.323	15.474	16.824	15.846	15.417	20.965	19.559	17.429	19.712	18.661	18.907	16.519	18.317
AUS1	9.086	13.054	10.447	12.163	13.543	14.958	13.988	11.288	10.436	9.25	7.59	8.497	10.129	10.261	11.463	12.921	12.472	13.627	13.881	14.733	13.925	12.876	12.169	12.07	9.937	10.953	11.044	11.063	11.608	10.145	10.818	11.72	12.147	11.677	10.657	11.16	10.264	9.969	9.994	11.308	10.905	11.345	11.393	12.102	11.742	13.493	13.956	13.568	15.392	13.098
NPY1	73.043	64.891	67.5	78.554	86.379	88.763	84.604	75.124	72.764	69.634	70.435	66.154	72.179	78.52	71.131	74.073	73.527	77.774	80.304	86.412	81.705	79.835	79.278	68.5	70.582	66.887	68.978	65.989	68.865	79.097	70.718	76.645	76.214	70.926	73.179	80.958	88.089	73.506	78.891	74.793	75.784	75.495	74.478	74.603	71.947	73.882	77.943	76.675	79.31	82.143
QRI1	33.287	33.594	41.189	57.113	67.6	80.259	80.204	72.168	58.459	47.965	37.977	38.563	38.042	39.564	40.701	37.564	55.591	60.607	55.748	55.266	59.559	55.335	47.973	46.111	46.209	44.41	44.713	46.432	51.463	52.004	50.805	57.07	56.912	62.039	52.436	57.148	59.155	53.141	50.152	48.89	53.174	48.902	52.032	51.235	52.455	54.741	54.559	53.367	53.174	54.244
VAC14	15.331	14.083	12.774	18.882	28.267	34.344	33.58	28.498	24.894	22.126	20.399	15.851	13.253	13.143	13.119	14.148	17.03	19.146	16.62	20.165	23.835	20.417	19.853	18.789	16.686	16.37	15.966	15.183	15.161	14.529	16.591	15.928	17.772	18.276	18.517	16.418	15.524	17.919	15.657	16.053	15.968	15.402	16.658	14.577	17.211	18.655	16.546	17.548	18.061	18.014
POL31	30.08	27.413	32.416	43.024	54.743	67.556	66.569	61.476	54.619	48.894	43.933	37.431	34.085	34.882	34.265	37.954	46.385	47.846	48.489	46.415	47.074	47.912	47.64	48.09	40.939	36.867	39.526	36.581	40.025	39.725	46.638	44.02	46.357	45.762	45.964	44.179	42.831	44.603	42.325	41.228	40.075	41.899	45.568	41.297	44.272	44.028	44.593	44.756	43.132	43.496
RNH202	25.516	28.373	24.423	43.14	71.12	82.946	74.257	57.16	51.622	43.589	38.427	35.151	31.704	33.242	34.067	46.369	50.275	52.696	46.208	45.772	48.164	45.498	44.481	42.035	40.666	34.616	35.268	36.245	39.318	47.885	45.92	45.264	45.392	44.706	51.769	48.356	49.574	41.574	42.767	39.22	39.632	39.654	43.988	41.607	43.698	44.353	43.919	40.606	44.594	39.597
