gene_ID	0	5	10	15	20	25	30	35	40	45	50	55	60	65	70	75	80	85	90	95	100	105	110	115	120	125	130	135	140	145	150	155	160	165	170	175	180	185	190	195	200	205	210	215	220	225	230	235	240	245
CSM1	23.471	24.304	24.211	23.694	23.344	29.084	46.112	49.202	53.976	46.948	44.303	54.285	46.799	39.912	29.928	19.29	21.857	22.794	21.851	30.699	35.65	33.521	44.506	46.348	50.352	46.099	47.58	39.191	33.655	41.698	37.396	32.414	39.96	40.477	39.452	54.625	59.649	50.04	51.468	48.118	43.224	39.217	45.617	42.841	37.461	28.924	38.474	38.898	37.403	34.502
FRK1	5.845	12.831	4.981	3.324	3.247	3.997	5.813	11.161	20.065	30.136	41.59	45.459	45.257	42.925	30.969	23.644	19.288	15.198	14.06	12.568	11.95	15.24	20.08	23.873	26.273	28.446	33.798	25.715	23.499	13.23	16.272	13.929	14.547	14.124	13.565	11.29	9.221	17.692	14.404	18.015	18.448	16.785	17.291	14.914	18.39	16.15	16.789	16.423	16.066	16.347
PDR5	110.652	189.211	92.406	86.922	81.985	78.054	91.686	124.434	174.043	209.644	225.627	231.734	217.881	200.066	165.833	156.829	122.211	111.796	111.177	122.785	137.133	159.158	190.984	223.494	232.457	234.637	229.084	205.02	194.818	131.266	141.892	132.691	142.091	142.327	140.393	131.605	117.621	171.515	160.829	187.09	188.258	185.992	179.267	170.245	187.81	197.449	189.278	177.99	208.002	192.01
DBF20	12.953	15.026	15.068	15.371	15.001	14.121	16.655	18.374	19.69	24.063	22.183	26.219	22.403	20.498	19.246	18.179	14.399	12.72	15.517	13.561	14.803	16.205	17.951	16.023	17.718	16.238	21.294	18.872	17.278	15.701	15.837	15.601	14.05	14.719	14.609	14.021	12.879	15.237	16.14	17.335	16.553	16.596	16.944	16.607	17.047	16.09	15.294	17.036	16.625	14.578
MEF2	5.972	5.662	7.719	8.246	5.897	4.845	6.557	8.554	9.645	11.416	11.472	11.961	11.33	11.544	10.648	11.034	8.949	7.974	8.761	8.415	8.15	10.268	10.854	11.005	10.895	13.035	12.998	12.455	10.452	8.76	9.298	8.341	8.23	9.28	9.448	8.042	8.169	8.473	9.26	9.376	10.041	9.268	10.736	8.917	10.778	9.495	8.751	9.923	9.813	10.303
JLP2	10.439	11.589	8.556	10.25	10.832	12.557	18.633	22.919	27.04	31.606	31.531	37.536	33.256	31.264	29.095	28.454	22.25	17.46	19.417	16.886	19.401	19.055	18.988	26.128	22.994	25.421	26.034	29.151	27.623	31.564	25.127	26.794	17.843	23.719	24.743	21.853	26.886	26.08	26.407	25.522	26.479	28.188	29.014	29.032	20.513	21.922	23.398	20.838	25.216	19.486
YIL092W	7.107	8.179	8.382	9.049	9.154	7.759	6.871	7.232	7.796	11.227	11.838	12.799	11.103	12.614	11.048	10.648	9.563	8.922	6.722	6.091	7.183	6.291	8.039	9.228	8.015	9.164	8.906	9.575	9.062	8.755	9.398	9.146	8.186	7.276	6.345	6.694	7.299	8.254	7.995	7.854	8.268	9.132	8.607	7.986	8.695	8	8.732	7.911	8.223	8.005
VPS38	19.102	19.47	14.924	13.184	14.176	15.374	16.779	20.64	21.782	24.057	24.622	31.834	28.712	30.631	26.038	25.642	23.387	24.136	21.171	23.231	21.06	24.247	23.986	21.881	27.503	25.253	30.127	26.01	24.964	25.845	25.922	25.341	23.439	24.211	24.233	24.653	20.704	24.139	24.757	25.886	26.259	23.572	25.264	25.354	24.617	27.3	23.683	21.763	23.128	23.071
RAS1	73.676	70.366	58.686	37.319	42.689	58.207	87.322	117.486	124.554	120.494	122.68	125.362	107.525	108.322	103.496	97.946	85.317	88.906	82.353	84.547	81.142	86.104	81.828	85.362	89.749	90.801	86.94	102.212	93.805	96.038	90.538	96.919	91.733	85.59	88.845	89.877	89.148	95.265	103.565	94.185	98.057	90.734	95.179	86.544	91.668	88.193	82.565	82.337	86.604	80.056
INN1	35.961	30.698	35.715	35.069	35.466	32.714	34.569	42.921	43.903	47.08	49.207	51.542	45.405	42.937	44.207	48.316	35.164	33.714	36.723	35.398	35.083	36.432	40.247	37.769	41.436	48.723	44.633	41.777	35.429	34.892	33.369	32.855	33.981	34.661	34.926	33.233	31.605	38.337	36.441	35.376	40.439	34.109	36.027	34.921	35.948	33.803	31.754	32.244	31.454	36.031
GCN5	33.9	25.841	28.905	25.799	26.132	31.676	38.121	38.802	42.512	48.243	47.074	51.025	41.384	44.899	37.473	36.761	34.726	35.112	30.997	36.282	37.755	37.036	39.265	43.42	41.921	39.069	39.49	38.592	42.795	38.753	39.276	40.401	35.637	38.422	40.671	38.267	36.881	42.192	41.957	40.881	43.021	42.074	41.03	39.37	39.161	39.906	40.194	37.644	38.833	39.411
YKR041W	3.378	2.523	2.281	2.501	2.176	2.187	3.391	5.254	9.825	9.036	10.863	11.736	8.39	7.91	6.504	1.904	4.334	4.171	2.752	2.603	3.785	5.587	5.436	7.592	5.74	6.974	5.757	5.192	8.861	3.68	6.343	4.953	5.56	4.122	4.187	3.795	2.091	5.547	4.178	6.571	6.323	7.065	7.135	5.154	6.356	6.411	7.325	5.291	5.181	5.813
SLM5	57.15	54.188	38.066	39.674	37.232	35.625	34.663	40.232	51.364	52.241	56.939	59.273	53.227	52.394	49.784	53.248	40.234	41.314	36.839	36.779	37.262	38.865	39.569	42.745	45.666	45.773	52.504	49.568	45.429	48.017	44.583	43.612	45.571	40.337	41.317	41.805	39.252	45.648	49.036	42.307	46.289	46.927	41.667	45.066	42.832	44.188	41.033	44.742	42.681	47.059
EFB1	3400.52	2827.29	3071.06	3160.06	3490.65	3655.86	3833.68	4457.64	4465.31	4497.34	4671.43	4843.62	4425.64	4117.5	4099.64	3801.3	4010.91	4049.44	3636.62	4061.89	4249.17	4211.71	4289.02	4363.57	4224.82	4556.72	3785.54	4080.73	3776.74	4413.77	3772.34	3893.19	3722.34	3617.91	3762.2	4032.38	4925.17	4017.6	4082.6	3772.8	3615.19	3810.83	3733.63	3788.27	3721.45	3628	3579.06	3448.91	3342.55	3654.2
GRX8	93.551	78.599	63.041	63.866	57.123	56.101	58.913	72.498	90.827	98.299	107.702	109.729	94.326	86.358	75.1	70.969	57.453	53.148	55.24	47.336	55.395	57.493	62.94	102.34	94.185	108.808	94.103	91.503	86.674	133.706	80.882	88.828	85.402	79.097	100.912	110.267	157.117	112.456	115.068	111.758	113.31	119.444	109.861	108.088	93.043	85.93	73.315	87.04	107.465	102.32
LOT5	31.206	22.663	22.402	23.888	22.606	23.461	25.307	34.535	43.721	46.712	48.772	58.55	53.473	44.94	45.773	41.428	31.861	29.469	25.283	20.419	24.171	33.666	35.499	38.623	41.367	47.779	31.254	35.348	46.076	48.845	42.649	41.562	36.011	35.073	34.988	45.086	39.184	43.263	44.252	42.238	44.205	43.39	40.937	38.81	35.388	37.363	35.07	26.33	25.051	30.115
YGR168C	43.588	40.894	29.972	37.076	32.956	30.683	35.707	39.169	41.14	43.778	41.121	44.543	39.467	36.743	37.879	34.841	28.589	30.082	30.886	31.388	32.498	38.041	34.009	32.543	36.479	35.681	43.969	38.805	35.981	38.427	35.495	35.854	35.217	33.764	34.772	35.599	36.258	33.753	37.675	39.822	39.114	36.141	33.305	37.278	29.064	30.96	27.989	30.02	33.981	32.188
FKH2	7.249	11.172	10.305	10.619	11.227	12.895	17.446	23.099	27.153	28.66	29.293	31.02	24.463	23.135	19.026	17.527	14.503	14.119	13.182	15.431	15.402	16.315	19.674	20.757	21.573	21.774	20.93	19.244	16.961	11.393	13.869	12.001	11.851	14.969	14.075	11.361	10.149	16.755	12.378	14.759	15.599	13.646	12.748	12.698	15.278	13.995	13.418	14.052	12.905	15.03
YMR147W	29.713	17.208	26.68	31.512	33.176	42.229	39.634	40.773	53.374	60.369	59.401	63.966	58.13	55.278	44.329	35.147	38.035	36.399	31.827	29.548	26.097	28.798	29.78	36.399	34.696	36.214	38.817	38.738	44.069	20.356	27.571	26.7	30.9	32.131	27.031	21.16	11.785	31.792	23.484	28.291	30.274	32.56	32.186	30.097	37.364	38.046	34.701	32.459	34.372	34.758
AHC1	30.351	37.72	41.028	33.986	30.998	26.614	23.611	26.245	30.446	40.739	46.64	48.061	40.76	44.729	41.025	33.43	30.64	32.168	28.44	27.197	29.052	29.605	30.698	34.893	34.459	35.573	35.658	36.062	36.978	33.233	30.203	29.173	30.212	29.8	31.312	29.86	30.093	35.237	29.993	31.815	32.545	32.957	32.803	30.564	37.234	35.597	35.373	33.993	33.209	35.11
MUM3	1.621	2.499	2.242	2.556	2.857	3.427	3.801	5.836	5.108	6.1	6.491	6.597	4.731	5.934	3.772	3.57	3.004	3.089	3.335	3.525	3.587	4.464	4.449	4.798	5.276	5.247	4.229	3.794	3.257	4.258	3.089	4.011	3.286	3.725	4.304	3.918	4.323	3.48	3.915	4.155	4.206	3.548	4.534	4.164	3.425	3.355	3.62	3.264	3.628	3.352
CPR7	48.829	43.273	41.472	46.15	49.626	63.472	64.475	70.689	68.424	74.068	75.79	82.07	73.547	71.738	56.971	56.525	59.799	54.781	54.705	49.278	54.313	57.486	58.517	58.541	56.323	51.735	56.938	57.723	60.802	58.253	52.235	55.153	56.083	57.664	57.137	54.665	54.628	57.81	58.612	58.835	58.113	56.722	59.627	58.244	57.036	59.408	58.785	56.114	59.228	54.719
YDL086C-A	5.319	5.651	10.68	7.831	7.205	6.358	9.52	12.589	10.232	9.923	11.442	15.831	13.764	11.55	11.458	6.584	7.055	8.531	7.66	8.615	7.314	10.441	10.547	11.763	10.21	10.578	11.983	8.218	7.603	9.374	10.643	11.193	10.998	9.21	7.168	11.288	17.289	11.555	13.173	11.637	10.27	12.261	10.445	12.275	7.115	9.655	6.601	6.308	7.781	10.373
DLT1	22.692	32.283	23.554	25.305	29.168	32.297	33.629	35.476	39.109	39.966	35.086	40.228	32	35.822	27.458	31.444	27.888	27.418	32.948	31.166	34.705	37.023	39.103	33.082	36.753	36.19	36.529	36.712	32.648	37.233	31.936	34.6	33.609	30.688	36.511	39.317	37.712	33.674	38.796	37.06	34.536	34.98	33.668	35.995	32.533	30.106	27.186	32.238	30.931	32.263
ISU2	98.45	108.103	101.514	113.313	127.439	156.208	184.632	198.994	235.047	244.423	237.387	260.136	225.119	204.128	220.447	182.749	183.973	168.412	170.99	176.811	169.86	166.588	182.181	179.863	207.332	205.118	167.185	191.603	176.347	203.312	186.336	189.465	162.726	166.005	163.534	172.153	198.64	190.459	193.334	177.893	159.244	187.279	163.75	167.352	161.018	151.239	138.479	152.757	137.427	136.105
CBP1	11.513	15.319	16.471	16.522	16.887	19.887	21.916	22.071	21.707	22.545	24.161	24.779	22.474	20.203	20.416	20.394	18.828	18.766	18.482	19.407	18.412	21.646	20.842	18.699	21.56	21.401	22.922	19.629	19.835	16.79	18.561	18.364	19.525	20.405	19.222	18.998	19.124	18.921	17.911	16.908	18.964	18.882	18.965	17.953	18.73	17.669	19.622	18.788	18.046	17.57
RSC3	21.661	31.608	22.527	34.222	35.467	36.452	34.67	36.115	37.445	42.06	41.795	44.862	39.715	40.629	35.738	40.528	32.82	32.054	34.558	34.595	35.341	36.244	36.739	38.251	38.867	36.332	36.456	34.117	35.651	35.815	32.542	34.591	35.701	35.116	37.087	34.462	33.707	32.55	33.209	35.103	35.969	34.316	37.617	33.566	33.409	33.994	33.174	34.433	35.05	34.196
SMK1	1.08	1.496	1.598	1.357	1.223	1.745	1.496	1.856	2.078	2.071	2.762	3.749	2.788	2.407	2.395	1.928	1.839	2.247	1.499	1.997	2.444	2.046	2.423	2.41	2.802	2.107	2.733	2.374	2.203	1.804	2.097	2.095	2.2	1.954	1.808	1.956	1.711	2.297	2.286	2.495	2.012	2.509	1.777	2.557	1.94	2.259	2.1	2.478	1.988	2.372
ARP9	55.409	52.682	53.651	64.411	62.45	69.307	71.638	71.313	68.021	75.358	84.143	84.171	77.703	74.24	70.464	72.315	63.596	62.597	65.694	63.491	66.411	63.41	69.763	70.052	69.753	66.615	67.634	65.12	68.957	64.122	65.496	65.759	62.644	61.37	67.767	61.748	63.674	65.228	67.048	64.733	67.198	67.711	64.642	68.024	64.44	64.978	61.834	64.699	61.151	63.636
YIR035C	154.724	118.655	122.596	110.045	117.71	125.691	134.612	143.159	162.727	167.367	169.963	170.605	148.703	135.404	141.049	128.93	117.781	121.382	113.646	117.665	124.649	126.534	129.601	129.111	128.068	128.747	91.127	98.532	115.739	142.058	120.311	124.123	120.695	123.553	114.785	136.516	156.699	128.843	139.334	131.307	115.709	126.934	121.086	127.953	114.29	123.011	107.697	105.811	106.481	106.405
PEP7	7.801	8.335	10.659	11.22	9.486	11.383	13.126	12.708	12.805	12.556	14.692	14.921	12.529	12.496	12.345	10.16	11.096	9.489	10.234	11.659	11.915	10.058	12.215	13.331	11.681	13.083	12.986	10.934	13.692	12.18	12.046	11.06	10.986	12.892	12.865	12.02	10.868	11.051	11.513	11.667	11.729	13.075	10.842	11.475	11.521	11.017	10.987	10.936	10.583	10.714
IML3	18.688	20.798	21.712	16.686	21.412	20.411	21.786	20.038	19.362	22.136	23.111	27.017	26.669	22.566	24.767	24.979	21.262	21.684	22.074	19.129	19.352	23.635	19.811	20.907	20.935	23.418	25.316	21.902	21.796	19.705	22.201	21.551	20.114	20.49	18.718	17.377	13.496	22.569	17.335	21.326	20.213	20.272	20.858	19.425	22.707	20.414	20.839	21.68	21.024	20.692
PRP19	34.65	28.865	35.077	34.183	30.176	32.608	35.275	39.505	42.551	45.428	45.451	46.719	43.213	40.218	42.956	39.938	37.557	40.251	39.098	41.445	36.613	37.846	39.935	38.881	42.73	40.568	41.718	42.271	39.438	38.008	41.51	37.937	38.311	36.629	37.079	36.083	40.903	38.1	37.452	35.579	38.493	36.602	39.019	35.134	38.577	37.674	35.882	36.132	35.507	34.905
IRC3	10.51	11.087	10.939	12.631	12.187	12.219	13.125	12.047	14.667	16.327	16.458	16.896	14.247	14.619	14.752	14.568	12.313	12.682	11.363	11.251	12.514	12.835	12.627	12.519	11.78	12.429	14.028	13.954	13.782	13.245	11.944	11.504	11.428	12.717	11.805	12.186	11.363	12.072	12.857	12.091	12.766	11.937	12.57	12.213	11.458	12.473	11.696	12.788	12.225	11.822
BUD3	4.215	5.52	4.56	4.429	4.932	6.82	7.913	11.453	15.895	19.193	20.259	18.794	17.449	14.866	11.119	8.172	7.876	6.601	6.784	7.496	9.081	10.241	12.533	13.679	13.989	13.339	13.011	11.749	10.788	9.656	8.356	8.419	9.35	8.56	9.099	9.364	10.58	10.612	11.203	11.095	10.482	10.071	10.227	9.171	9.124	9.775	9.006	9.377	9.531	9.996
INP2	6.178	13.175	11.124	9.792	11.007	15.174	20.681	21.141	22.765	23.818	24.901	23.475	19.087	15.977	13.073	11.063	9.975	9.973	11.606	12.416	14.405	15.872	18.381	18.496	17.609	16.428	17.53	15.283	13.901	14.8	11.884	13.379	12.307	13.127	14.616	16.316	17.586	15.798	17.501	16.452	15.594	14.131	15.214	14.146	13.353	13.168	13.12	13.056	13.845	14.202
YKL069W	122.608	95.238	99.413	81.38	70.788	78.668	93.218	119.096	138.773	154.918	174.139	157.255	142.028	112.275	101.003	81.804	82.279	75.528	80.433	93.019	90.161	122.289	129.368	123.562	144.476	150.677	123.575	137.071	115.853	127.497	106.351	103.758	95.275	107.698	114.708	119.995	174.344	138.205	136.419	132.748	132.364	134.001	126.452	120.327	113.553	114.35	106.526	106.078	117.225	103.693
DYN3	23.153	22.376	17.79	20.339	23.444	30.096	39.004	41.379	44.401	49.725	54.615	47.484	48.927	44.694	38.646	33.82	29.86	26.812	33.457	29.633	34.953	38.919	38.693	38.24	41.452	41.836	40.186	39.909	35.734	39.772	33.727	34.157	33.32	35.738	35.655	35.656	40.111	39.835	40.054	39.923	39.79	38.563	37.328	36.732	33.623	34.988	34.636	35.127	34.366	34.436
ECM9	24.208	23.484	15.852	18.648	16.734	16.285	25.069	33.653	42.562	44.379	44.64	41.88	36.236	34.661	28.155	27.367	25.027	22.628	24.894	27.073	26.491	31.242	31.365	32.441	38.654	35.128	33.767	32.186	31.623	30.396	29.769	28.207	31.654	29.115	32.851	30.702	29.796	32.732	32.775	34.408	34.732	33.294	32.732	30.924	28.669	28.777	29.168	28.343	31.105	29.53
MSB4	35.22	38.864	23.52	22.869	28.062	37.978	40.235	46.753	48.332	55.298	55.711	51.771	49.369	41.818	34.717	31.134	31.112	30.246	31.407	34.394	38.026	38.206	46.554	50.065	46.779	45.452	39.984	38.148	42.498	40.971	41.407	37.726	40.082	42.066	43.097	42.829	41.802	43.956	48.109	44.283	42.774	42.368	45.68	41.998	41.634	36.815	43.019	39.313	40.529	41.172
TFC1	9.051	10.548	10.67	10.401	9.464	9.367	11.634	16.939	20.133	25.127	25.631	24.294	24.772	24.171	20.467	19.708	18.087	15.308	13.783	12.873	14.818	16.726	19.923	19.92	23.137	23.127	24.274	23.085	20.841	19.765	18.645	17.057	17.882	17.135	18.859	16.691	18.201	20.017	18.25	19.691	20.792	19.452	18.905	18.882	18.98	17.325	16.275	17.394	18	17.046
AST1	19.871	16.668	19.191	22.551	22.453	29.126	38.687	51.3	61.145	67.986	70.32	62.68	49.46	45.836	37.837	31.145	25.376	23.198	23.242	24.369	31.586	27.86	32.972	36.497	34.397	42.688	39.279	34.468	33.568	34.595	33.644	32.143	31.878	31.88	32.254	32.382	32.351	37.899	38.146	36.894	36.838	34.971	33.81	29.403	31.213	32.12	30.376	32.651	29.042	34.495
ESP1	4.899	6.353	5.419	6.068	8.054	11.029	14.255	15.978	16.186	16.806	16.992	15	11.335	9.21	7.304	5.87	6.582	7.301	9.228	9.365	10.239	10.438	13.665	12.003	12.138	11.007	10.255	8.893	8.119	6.435	6.57	7.39	7.67	8.093	8.453	8.496	7.515	8.59	8.913	9.099	9.091	7.729	7.268	6.992	7.671	7.403	7.618	8.634	8.513	8.949
SUB2	590.569	480.973	471.412	492.475	498.07	542.454	566.012	628.501	657.39	727.152	774.387	764.761	689.986	666.162	575.091	532.927	530.222	538.081	519.899	543.758	607.448	600.676	626.503	648.234	643.998	637.089	668.004	619.105	626.765	663.096	572.129	591.077	608.1	584.068	605.714	642.946	747.427	658.141	699.653	656.072	635.841	640.781	631.517	623.472	595.482	588.433	569.513	593.309	598.307	618.45
HEK2	78.95	61.061	77.027	75.066	62.448	72.643	105.49	154.237	195.689	210.145	229.857	228.661	197.259	177.014	153.084	94.69	94.168	100.497	85.963	102.775	122.77	132.993	141.437	171.153	160.751	195.239	142.105	154.639	169.712	161.892	149.304	144.057	148.161	146.024	152.793	168.063	184.835	186.376	192.868	185.144	175.232	180.145	166.579	157.568	145.39	142.877	154.481	141.392	144.553	153.67
FIN1	15.629	21.446	16.794	11.013	12.847	17.785	23.737	29.828	28.297	31.184	36.922	32.059	30.548	29.734	26.384	20.647	18.545	20.029	18.749	23.029	22.205	23.111	27.615	28.182	29.752	26.626	28.097	26.687	27.553	24.047	24.135	20.193	23.547	23.14	23.664	24.29	21.497	27.599	28.471	28.488	25.063	26.767	24.486	24.08	27.76	23.827	22.547	25.25	22.579	24.357
BUB2	19.959	23.829	13.039	14.599	18.605	28.371	38.376	47.087	48.548	47.192	48.954	41.436	38.126	28.403	23.199	25.091	23.526	23.357	28.1	26.446	29.213	28.397	35.075	35.389	33.997	33.711	31.456	28.366	26.034	27.245	24.811	27.465	28.937	26.704	25.678	29.678	33.695	29.175	29.573	28.855	28.716	31.484	26.754	27.721	25.371	25.778	29.241	25.303	26.769	26.503
RAP1	21.654	24.718	28.91	27.509	37.751	40.301	52.321	61.308	63.938	60.326	65.974	57.182	50.086	43.505	39.744	32.875	34.067	33.265	34.292	32.841	39.242	42.727	45.81	45.584	46.947	46.151	42.822	38.815	37.186	34.022	36.699	34.135	36.968	35.651	36.116	34.962	38.717	42.973	41.001	38.231	38.409	35.557	36.47	34.164	37.693	34.942	37.205	39.245	36.961	36.265
YLL032C	4.649	5.126	4.6	4.715	5.354	5.158	9.217	14.206	19.548	23.76	24.361	22.908	18.766	17.54	14.559	12.57	9.549	8.685	7.346	7.899	9.531	10.047	12.651	13.811	16.194	15.14	15.839	13.579	11.28	7.813	9.155	8.392	8.936	9.538	9.439	8.998	6.381	11.434	10.333	11.553	11.427	10.215	9.973	10.574	10.278	10.521	10.45	9.939	10.309	10.81
UBP16	5.801	11.189	11.806	16.686	13.454	16.598	18.964	26.66	25.796	26.161	28.34	27.042	24.2	27.98	22.975	24.518	17.37	16.012	15.252	16.994	18.435	21.99	21.852	24.698	25.649	26.505	26.587	23.381	22.367	18.331	20.786	17.414	18.094	18.436	21.807	18.467	19.288	22.196	21.067	21.458	23.704	22.727	20.258	19.608	20.682	19.904	20.306	21.304	19.278	19.925
YCG1	8.116	14.457	11.065	12.944	14.044	16.586	19.112	21.824	23.314	26.678	28.395	26.256	21.879	19.6	15.111	11.428	12.516	11.919	12.893	14.01	14.624	15.342	18.696	20.246	18.657	18.796	19.042	17.173	16.158	14.977	12.984	14.435	13.495	14.898	15.511	14.214	14.436	15.562	15.773	15.213	15.988	14.785	14.43	15.052	14.635	14.701	13.996	14.137	15.175	13.925
CDC12	80.37	73.866	85.133	76.675	77.511	91.011	112.249	125.682	114.12	122.13	130.094	118.661	102.025	99.252	86.934	85.482	78.968	74.76	69.376	79.459	86.061	88.496	96.372	101.974	101.91	96.524	99.592	99.959	94.777	90.292	92.349	88.067	85.543	93.093	92.129	91.197	99.059	98.871	95.422	92.972	91.294	91.769	87.92	89.241	91.491	83.816	85.552	86.044	86.257	84.946
SEC8	9.006	12.396	10.356	9.74	9.578	10.454	10.851	12.683	14.047	14.898	16.346	14.665	14.638	14.038	11.927	13.436	11.325	11.49	11.54	12.817	12.635	12.499	14.096	13.886	15.36	14.59	14.04	12.919	12.15	11.116	10.957	11.587	11.339	11.944	11.762	12.945	13.604	11.996	12.564	12.702	12.586	11.66	11.359	11.581	11.883	12.121	11.167	12.808	11.906	12.053
CWP2	37160.1	27901	20808.6	17145.4	23622.5	30676	38252.6	42460.9	57514.3	60035.2	73927	69282.6	71482.3	49985.6	59028.1	33068.3	34712	35801.6	34468.1	40189.4	45385.7	51069.9	63704.3	71409.7	65680.2	76368.2	57253	51436.5	44014.1	53072.4	41503.4	41423.9	46180.6	40819.3	42542	54257.6	64674.8	52363.3	59782.6	62316.4	51510.6	54892.2	47023.1	48258.4	48754	51495.8	53329.2	44883.3	41772.8	47651.4
VAC17	34.227	41.614	37.464	29.1	27.731	29.208	46.272	60.958	84.405	92.058	93.867	87.801	78.258	74.979	62.947	50.824	40.527	39.343	36.489	38.392	43.247	44.63	57.947	58.883	58.752	59.901	61.736	62.374	56.848	46.033	50.281	42.519	44.889	43.716	48.826	43.965	39.935	57.488	50.069	49.975	54.396	54.182	50.657	48.905	47.654	47.617	48.845	48.253	48.398	50.292
VID22	8.737	8.619	6.905	10.91	15.394	18.595	26.699	29.179	30.796	31.238	31.987	29.304	24.496	20.069	17.324	13.143	13.979	13.601	14.15	16.995	19.231	19.929	19.744	23.948	21.683	19.393	20.955	18.506	18.088	12.733	14.276	13.594	15.836	15.663	17.22	15.968	14.851	18.854	16.998	16.561	18.136	17.339	16.613	15.824	16.261	17.508	18.085	17.582	17.654	18.537
YER077C	13.082	15.497	9.136	11.912	10.357	12.552	13.113	19.922	21.503	23.765	24.749	23.283	22.718	21.261	20.074	20.079	15.453	13.764	13.6	13.373	14.846	15.964	16.691	17.608	18.741	19.58	18.216	16.848	15.95	15.718	14.45	14.384	14.719	14.938	14.049	15.376	17.856	16.294	15.837	14.943	15.54	15.368	15.503	14.82	14.602	13.924	14.652	14.388	13.806	14.052
IST2	88.194	115.978	97.068	87.057	85.908	87.536	100.842	108.728	127.495	146.278	148.029	142.075	143.528	127.804	103.74	92.341	82.525	80.798	84.984	94.731	95.556	105.159	118.474	129.667	127.45	127.761	120.682	117.423	102.55	75.639	82.851	80.386	83.12	88.908	82.622	89.764	75.925	100.877	93.891	112.475	105.278	102.809	98.661	96.195	104.243	104.476	106.053	101.582	109.209	101.736
CDC3	84.259	71.037	72.479	79.583	75.162	85.021	95.529	95.244	99.112	106.09	115.04	106.094	103.343	101.026	90.067	92.902	89.756	88.31	85.804	85.392	90.887	89.843	94.88	103.761	107.331	102.395	103.408	103.355	103.35	93.213	93.271	91.042	88.461	99.1	96.59	93.208	98.148	97.599	99.005	98.637	98.743	99.476	98.84	95.915	99.804	94.399	95.266	94.999	94.168	97.694
GAS5	247.467	310.01	335.774	279.548	256.967	218.419	252.328	328.018	450.055	500.657	500.757	498.73	492.889	443.113	366.702	329.708	266.747	249.49	278.065	318.186	308.943	387.247	414.715	445.534	457.108	481.382	418.265	434.58	382.525	296.129	315.309	298.21	307.384	336.659	323.714	332.723	283.542	385.313	356.748	412.359	406.35	399.811	372.674	364.298	378.966	406.792	422.845	367.34	442.678	393.482
YDR061W	15.322	22.815	23.401	19.576	14.678	17.303	17.02	23.37	27.566	30.303	31.001	27.809	26.75	25.311	24.007	21.543	20.547	18.048	21.857	22.252	20.64	23.829	26.321	26.086	27.014	28.746	26.981	22.663	22.899	22.278	21.844	21.192	21.226	22.84	24.622	23.436	22.089	24.809	26.046	24.088	21.964	23.067	24.09	24.061	22.29	23.742	23.452	21.872	23.701	21.382
YJR003C	34.423	50.395	33.635	47.14	39.089	32.403	39.388	50.811	60.737	66.214	70.971	70.833	66.024	67.415	60.939	58.547	48.415	36.382	35.195	34.288	36.583	39.699	42.262	41.753	48.175	43.099	50.445	48.917	52.521	46.751	48.731	44.177	42.389	43.181	41.443	40.217	37.093	42.27	41.849	46.211	44.782	48.248	46.968	44.308	40	42.324	39.554	37.169	40.728	38.383
STB5	4.977	7.217	10.839	11.059	9.278	10.551	12.069	15.401	16.705	17.618	18.119	16.546	15.554	13.732	12.627	11.721	11.701	10.594	10.061	11.972	12.28	12.428	13.801	14.556	15.197	14.752	13.345	13.317	13.332	12.305	10.636	11.674	11.133	10.633	11.997	10.044	9.818	12.503	11.299	13.276	12.243	12.407	11.862	11.768	12.659	12.544	12.206	12.209	11.825	12.208
ASK1	32.175	47.02	46.845	35.891	32.45	37.414	41.408	48.02	54.411	56.007	56.48	55.535	53.641	47.372	49.851	46.443	37.848	32.752	45.461	48.181	45.076	53.73	57.264	53.53	58.832	58.585	46.893	52.913	49.737	51.362	48.629	47.667	41.042	45.446	45.359	48.624	61.332	51.86	47.526	47.38	46.603	48.448	43.328	43.285	42.302	42.499	41.549	44.267	37.828	38.894
DIF1	75.764	101.337	139.029	91.048	61.412	85.187	119.912	156.235	190.993	206.199	214.9	206.396	161.31	112.747	130.737	85.659	80.022	79.43	55.365	54.276	89.706	104.737	128.835	148.755	138.233	161.488	72.721	83.715	120.208	131.065	109.897	111.408	106.568	108.78	111.82	121.738	131.814	137.527	128.746	135.313	127.767	133.23	114.592	103.553	94.556	95.501	100.163	87.406	72.731	83.901
SIF2	20.806	22.449	22.772	17.534	16.737	20.879	26.851	29.14	30.587	30.023	31.49	25.425	27.233	24.747	24.539	21.789	23.283	22.47	22.378	26.139	26.701	25.459	25.778	30.53	29.091	25.069	26.841	24.652	26.686	26.1	26.411	24.501	25.332	25.557	25.794	25.377	26.901	26.913	27.703	26.422	28.389	25.24	25.621	25.419	24.768	24.109	24.398	25.198	26.368	25.585
NUM1	5.833	5.763	7.092	5.953	5.032	4.584	5.795	7.451	8.447	9.894	11.054	9.903	10.84	10.64	8.91	7.777	7.053	6.585	6.754	8.415	8.219	7.87	9.538	9.44	10.436	10.2	10.285	10.282	9.472	7.732	7.633	7.517	8.019	7.854	8.795	8.682	8.947	8.933	8.756	8.437	9.36	8.387	8.829	8.214	8.702	8.956	9.317	8.998	8.737	9.111
